No,Nama Prodi,Nama PT,Jenjang,LLDikti,
328,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Kelautan Banyuwangi,D-III,7,
329,KEPERAWATAN,AKADEMI KEPERAWATAN ABULYATAMA,,,
330,KEPERAWATAN,AKADEMI KEPERAWATAN AISYIYAH PADANG,D-III,10,
331,KEPERAWATAN,AKADEMI KEPERAWATAN AL HIKMAH,,,
332,KEPERAWATAN,AKADEMI KEPERAWATAN AL-IKHLAS CISARUA,,,
333,KEPERAWATAN,AKADEMI KEPERAWATAN ALKAUTSAR TEMANGGUNG,,,
334,KEPERAWATAN,AKADEMI KEPERAWATAN AL-MA ARIF,,,
335,KEPERAWATAN,AKADEMI KEPERAWATAN ANDAKARA,,,
336,KEPERAWATAN,AKADEMI KEPERAWATAN ANDALUSIA JAKARTA,,,
337,KEPERAWATAN,AKADEMI KEPERAWATAN ANTARIKSA,,,
338,KEPERAWATAN,AKADEMI KEPERAWATAN ARTA KABANJAHE,D-III,1,
339,Keperawatan,Akademi Keperawatan As-Syafi`iyah,D-III,3,
340,KEPERAWATAN,AKADEMI KEPERAWATAN BAHRUL ULUM JOMBANG,,,
341,KEPERAWATAN,AKADEMI KEPERAWATAN BAITUL HIKMAH,,,
342,KEPERAWATAN,AKADEMI KEPERAWATAN BAITURRAHMAH PADANG,D-III,10,
343,KEPERAWATAN,AKADEMI KEPERAWATAN BALA KESELAMATAN,D-III,16,
344,KEPERAWATAN,AKADEMI KEPERAWATAN BARAMULI,D-III,16,
345,KEPERAWATAN,AKADEMI KEPERAWATAN BATARI TOJA,,,
346,KEPERAWATAN,AKADEMI KEPERAWATAN BERKALA WIDYA HUSADA,,,
347,KEPERAWATAN,AKADEMI KEPERAWATAN BETHESDA SERUKAM,,,
348,KEPERAWATAN,AKADEMI KEPERAWATAN BETHESDA TOMOHON,,,
349,KEPERAWATAN,AKADEMI KEPERAWATAN BHAKTI HUSADA CIKARANG,,,
350,KEPERAWATAN,AKADEMI KEPERAWATAN BIDARA MUKTI,,,
351,KEPERAWATAN,AKADEMI KEPERAWATAN BINA HUSADA TEBING TINGGI,,,
352,KEPERAWATAN,AKADEMI KEPERAWATAN BINA INSAN JAKARTA,D-III,3,
353,KEPERAWATAN,AKADEMI KEPERAWATAN BINA INSANI SAKTI,D-III,10,
354,KEPERAWATAN,AKADEMI KEPERAWATAN BINALITA SUDAMA,,,
355,KEPERAWATAN,AKADEMI KEPERAWATAN BUNDA DELIMA,,,
356,KEPERAWATAN,AKADEMI KEPERAWATAN BUNTET PESANTREN,D-III,4,
357,KEPERAWATAN,AKADEMI KEPERAWATAN COLUMBIA ASIA,,,
358,KEPERAWATAN,AKADEMI KEPERAWATAN DARMO MEDAN,D-III,1,
359,KEPERAWATAN,AKADEMI KEPERAWATAN DELI HUSADA DELITUA MEDAN,D-III,1,
360,KEPERAWATAN,AKADEMI KEPERAWATAN DHARMA HUSADA,,,
361,KEPERAWATAN,AKADEMI KEPERAWATAN DHARMA HUSADA CIREBON,,,
362,KEPERAWATAN,AKADEMI KEPERAWATAN DHARMA HUSADA PEKANBARU,D-III,10,
363,KEPERAWATAN,AKADEMI KEPERAWATAN DHARMA INSAN PONTIANAK,,,
364,KEPERAWATAN,AKADEMI KEPERAWATAN DHARMA WACANA METRO,,,
365,KEPERAWATAN,AKADEMI KEPERAWATAN DIAN HUSADA,,,
366,KEPERAWATAN,AKADEMI KEPERAWATAN DR. SOEDONO PROVINSI JAWA TIMUR,D-III,,
367,KEPERAWATAN,AKADEMI KEPERAWATAN FATIMA PARE-PARE,,,
368,KEPERAWATAN,AKADEMI KEPERAWATAN FATMAWATI,D-III,3,
369,KEPERAWATAN,AKADEMI KEPERAWATAN GARUDA PUTIH JAMBI,,,
370,KEPERAWATAN,AKADEMI KEPERAWATAN GIRI SATRIA HUSADA,,,
371,KEPERAWATAN,AKADEMI KEPERAWATAN GITA MATURA ABADI KISARAN,D-III,1,
372,KEPERAWATAN,AKADEMI KEPERAWATAN GUNUNG MARIA,,,
373,KEPERAWATAN,AKADEMI KEPERAWATAN HANG TUAH JAKARTA,,,
374,KEPERAWATAN,AKADEMI KEPERAWATAN HARAPAN MAMA DELI SERDANG,,,
375,KEPERAWATAN,AKADEMI KEPERAWATAN HARUM,D-III,3,
376,KEPERAWATAN,AKADEMI KEPERAWATAN HELVETIA,,,
377,KEPERAWATAN,AKADEMI KEPERAWATAN HUSADA KARYA JAYA,D-III,3,
378,KEPERAWATAN,AKADEMI KEPERAWATAN IBNU SINA KOTA SABANG,D-III,13,
379,KEPERAWATAN,AKADEMI KEPERAWATAN INSAN HUSADA SURAKARTA,,,
380,KEPERAWATAN,AKADEMI KEPERAWATAN INTAN MARTAPURA,D-III,11,
381,KEPERAWATAN,AKADEMI KEPERAWATAN ISLAMIC VILLAGE,,,
382,KEPERAWATAN,AKADEMI KEPERAWATAN KALTARA TARAKAN,D-III,11,
383,KEPERAWATAN,AKADEMI KEPERAWATAN KARYA BHAKTI NUSANTARA,D-III,6,
384,KEPERAWATAN,AKADEMI KEPERAWATAN KERIS HUSADA JAKARTA,,,
385,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM I/ BUKIT BARISAN,D-III,1,
386,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM I/BUKIT BARISAN,,,
387,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM I/BUKIT BARISAN PADANG,D-III,10,
388,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM I/BUKIT BARISAN PEMATANG SIANTAR,D-III,1,
389,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM II SRIWIJAYA,D-III,2,
390,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM ISKANDAR MUDA BANDA ACEH,,,
391,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM ISKANDAR MUDA LHOKSEUMAWE,,,
392,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM IV/DIPONEGORO,D-III,6,
393,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM IX/UDAYANA,D-III,8,
394,KEPERAWATAN,AKADEMI KEPERAWATAN KESDAM VI/TANJUNGPURA,D-III,11,
395,KEPERAWATAN,AKADEMI KEPERAWATAN KRIDA HUSADA,,,
396,KEPERAWATAN,AKADEMI KEPERAWATAN LAPATAU BONE,,,
397,KEPERAWATAN,AKADEMI KEPERAWATAN MAKASAR,,,
398,KEPERAWATAN,AKADEMI KEPERAWATAN MALAHAYATI MEDAN,,,
399,KEPERAWATAN,AKADEMI KEPERAWATAN MANDIRI,,,
400,KEPERAWATAN,AKADEMI KEPERAWATAN MANGGALA HUSADA,,,
401,KEPERAWATAN,AKADEMI KEPERAWATAN MAPPA OUDANG MAKASSAR,,,
402,KEPERAWATAN,AKADEMI KEPERAWATAN MARANATHA GROUPS,D-III,15,
403,KEPERAWATAN,AKADEMI KEPERAWATAN MUHAMMADIYAH BIREUEN,,,
404,KEPERAWATAN,AKADEMI KEPERAWATAN NABILA,D-III,10,
405,KEPERAWATAN,AKADEMI KEPERAWATAN NAZHATUT THULLAB SAMPANG,,,
406,KEPERAWATAN,AKADEMI KEPERAWATAN NGESTI WALUYO PARAKAN,D-III,6,
407,KEPERAWATAN,AKADEMI KEPERAWATAN NOTOKUSUMO,D-III,5,
408,KEPERAWATAN,AKADEMI KEPERAWATAN PANCA BHAKTI,,,
409,KEPERAWATAN,AKADEMI KEPERAWATAN PANDAN HARUM BANJARMASIN,,,
410,KEPERAWATAN,AKADEMI KEPERAWATAN PANGKALPINANG,,,
411,KEPERAWATAN,AKADEMI KEPERAWATAN PANTI KOSALA,,,
412,KEPERAWATAN,AKADEMI KEPERAWATAN PASAR REBO JAKARTA,,,
413,KEPERAWATAN,AKADEMI KEPERAWATAN PATRIA HUSADA SURAKARTA,,,
414,KEPERAWATAN,AKADEMI KEPERAWATAN PELNI,,,
415,KEPERAWATAN,AKADEMI KEPERAWATAN PEMBINA,,,
416,KEPERAWATAN,AKADEMI KEPERAWATAN PEMDA WAIKABUBAK,,,
417,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH DAERAH KABUPATEN SERANG PROVINSI BANTEN,D-III,,
418,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN ASAHAN KISARAN,D-III,,
419,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN BELITUNG,D-III,,
420,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN BUTON,D-III,,
421,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN DAIRI SIDIKALANG PROVINSI SUMATERA UTARA,D-III,,
422,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR PROVINSI KALIMANTAN TENGAH,D-III,,
423,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN LAMONGAN,D-III,,
424,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN MUNA,D-III,,
425,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN MUSI BANYUASIN,D-III,,
426,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN NGAWI,,,
427,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN PAMEKASAN,D-III,,
428,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN PURWOREJO,,,
429,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN TAPANULI UTARA,,,
430,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN WAJO,D-III,,
431,KEPERAWATAN,AKADEMI KEPERAWATAN PEMERINTAH PROVINSI KALIMANTAN BARAT,D-III,,
432,KEPERAWATAN,AKADEMI KEPERAWATAN PEMKOT TEGAL,,,
433,KEPERAWATAN,AKADEMI KEPERAWATAN POLRI,,,
434,KEPERAWATAN,AKADEMI KEPERAWATAN PRAGOLOPATI,,,
435,KEPERAWATAN,AKADEMI KEPERAWATAN PRIMA JAMBI,,,
436,KEPERAWATAN,AKADEMI KEPERAWATAN PURNA BHAKTI HUSADA,D-III,10,
437,KEPERAWATAN,AKADEMI KEPERAWATAN PUTRA PERTIWI WATANSOPPENG,,,
438,KEPERAWATAN,AKADEMI KEPERAWATAN RANTEPAO,,,
439,KEPERAWATAN,AKADEMI KEPERAWATAN ROYHAN,,,
440,KEPERAWATAN,AKADEMI KEPERAWATAN RS DGI CIKINI,D-III,3,
441,KEPERAWATAN,AKADEMI KEPERAWATAN RS DUSTIRA,D-III,4,
442,KEPERAWATAN,AKADEMI KEPERAWATAN RS EFARINA,,,
443,KEPERAWATAN,AKADEMI KEPERAWATAN RS HUSADA,D-III,3,
444,KEPERAWATAN,AKADEMI KEPERAWATAN RS MARTHEN INDEY,,,
445,KEPERAWATAN,AKADEMI KEPERAWATAN RSP TNI-AU JAKARTA,D-III,3,
446,KEPERAWATAN,AKADEMI KEPERAWATAN RSPAD GATOT SUBROTO,,,
447,KEPERAWATAN,AKADEMI KEPERAWATAN RSU HISARMA MEDAN,,,
448,KEPERAWATAN,AKADEMI KEPERAWATAN RUMAH SAKIT JAKARTA,,,
449,KEPERAWATAN,AKADEMI KEPERAWATAN RUMAH SAKIT TK. II PELAMONIA,D-III,9,
450,KEPERAWATAN,AKADEMI KEPERAWATAN RUMKIT TINGKAT III MANADO,D-III,16,
451,KEPERAWATAN,AKADEMI KEPERAWATAN RUMKIT TK. III DR. J.A. LATUMETEN KESDAM XVI/PATTIMURA,,,
452,KEPERAWATAN,AKADEMI KEPERAWATAN SAIFUDDIN ZUHRI,D-III,4,
453,KEPERAWATAN,AKADEMI KEPERAWATAN SAMAWA,D-III,8,
454,KEPERAWATAN,AKADEMI KEPERAWATAN SANDI KARSA,,,
455,KEPERAWATAN,AKADEMI KEPERAWATAN SAWERIGADING PEMDA LUWU,D-III,9,
456,KEPERAWATAN,AKADEMI KEPERAWATAN SEHAT BINJAI,,,
457,KEPERAWATAN,AKADEMI KEPERAWATAN SETIH SETIO,,,
458,KEPERAWATAN,AKADEMI KEPERAWATAN SRI BUNGA TANJUNG,,,
459,KEPERAWATAN,AKADEMI KEPERAWATAN ST. ELISABETH LELA,,,
460,KEPERAWATAN,AKADEMI KEPERAWATAN SUMBER WARAS,,,
461,KEPERAWATAN,AKADEMI KEPERAWATAN SURYA NUSANTARA,,,
462,KEPERAWATAN,AKADEMI KEPERAWATAN SYEKH YUSUF GOWA,,,
463,KEPERAWATAN,AKADEMI KEPERAWATAN TENAGA PEMBANGUNAN ARJUNA,D-III,1,
464,KEPERAWATAN,AKADEMI KEPERAWATAN TEUNGKU FAKINAH BANDA ACEH,D-III,13,
465,KEPERAWATAN,AKADEMI KEPERAWATAN TOTABUAN KOTAMOBAGU,,,
466,KEPERAWATAN,AKADEMI KEPERAWATAN WIDYA HUSADA,,,
467,KEPERAWATAN,AKADEMI KEPERAWATAN WIRAHUSADA MEDAN,,,
468,KEPERAWATAN,AKADEMI KEPERAWATAN YAKPERMAS BANYUMAS,D-III,6,
469,KEPERAWATAN,AKADEMI KEPERAWATAN YAPI,,,
470,KEPERAWATAN,AKADEMI KEPERAWATAN YAPPI SRAGEN,,,
471,KEPERAWATAN,AKADEMI KEPERAWATAN YAPPKES,,,
472,KEPERAWATAN,AKADEMI KEPERAWATAN YASPEN JAKARTA,,,
473,KEPERAWATAN,AKADEMI KEPERAWATAN YATNA YUANA LEBAK,,,
474,KEPERAWATAN,AKADEMI KEPERAWATAN YAYASAN JALAN KIMIA,,,
475,KEPERAWATAN,AKADEMI KEPERAWATAN YKY YOGYAKARTA,,,
476,KEPERAWATAN,AKADEMI KEPERAWATAN YPDR,,,
477,KEPERAWATAN,AKADEMI KEPERAWATAN YPIB MAJALENGKA,D-III,4,
478,KEPERAWATAN,AKADEMI KEPERAWATAN YPPP WONOMULYO,,,
479,KEPERAWATAN,AKADEMI KEPERAWATAN YPSBR MUARA BULIAN,D-III,10,
480,KEPERAWATAN,AKADEMI KEPERAWATAN YPTK SOLOK,D-III,10,
481,Kepolisian,Akademi Kepolisian (AKPOL),D-IV,,
482,FISIOTERAPI,AKADEMI KESEHATAN ARGA HUSADA,,,
483,FARMASI,AKADEMI KESEHATAN ARGA HUSADA,,,
484,KEPERAWATAN,AKADEMI KESEHATAN ASIH HUSADA,D-III,6,
485,FARMASI,AKADEMI KESEHATAN BINTANG PERSADA,,,
486,KEPERAWATAN,AKADEMI KESEHATAN DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI RIAU,D-III,,
487,KESEHATAN GIGI DAN MULUT,AKADEMI KESEHATAN GIGI DITKESAD JAKARTA,D-III,3,
488,TEKNIK GIGI,AKADEMI KESEHATAN GIGI KARYA ADI HUSADA MATARAM,D-III,8,
489,KESEHATAN GIGI,AKADEMI KESEHATAN GIGI KENDARI,D-III,9,
490,ANALIS KESEHATAN,AKADEMI KESEHATAN JOHN PAUL II PEKANBARU,,,
491,KEPERAWATAN,AKADEMI KESEHATAN KARYA HUSADA YOGYAKARTA,,,
492,KEBIDANAN,AKADEMI KESEHATAN KARYA HUSADA YOGYAKARTA,,,
493,KESEHATAN LINGKUNGAN,AKADEMI KESEHATAN LINGKUNGAN MANDALA WALUYA,,,
494,KESEHATAN LINGKUNGAN,AKADEMI KESEHATAN LINGKUNGAN MUHAMMADIYAH MAKASSAR,,,
495,KESEHATAN LINGKUNGAN,AKADEMI KESEHATAN LINGKUNGAN PEMERINTAH PROVINSI SUMATERA SELATAN,D-III,,
496,KEBIDANAN,AKADEMI KESEHATAN RUSTIDA,D-III,7,
497,KEPERAWATAN,AKADEMI KESEHATAN RUSTIDA,,,
498,KEPERAWATAN,AKADEMI KESEHATAN SWAKARSA JAKARTA,,,
499,KEBIDANAN,AKADEMI KESEHATAN YAYASAN RUMAH SAKIT JAKARTA,D-III,3,
500,KEPERAWATAN,AKADEMI KESEHATAN YAYASAN RUMAH SAKIT JAKARTA,D-III,3,
501,KEPERAWATAN,AKADEMI KESEHATAN YAYASAN SAPTA BAKTI BENGKULU,D-III,2,
502,KEBIDANAN,AKADEMI KESEHATAN YAYASAN SAPTA BAKTI BENGKULU,D-III,2,
503,PEREKAM MEDIK DAN INFORMASI KESEHATAN,AKADEMI KESEHATAN YAYASAN SAPTA BAKTI BENGKULU,,,
504,Tata Rias,Akademi Kesejahteraan Sosial AKK,D-III,5,
505,Desain Busana,Akademi Kesejahteraan Sosial AKK,D-III,5,
506,Seni Kuliner,Akademi Kesejahteraan Sosial AKK,D-III,5,
507,Tata Rias,Akademi Kesejahteraan Sosial Ibu Kartini,D-III,6,
508,Desain Busana,Akademi Kesejahteraan Sosial Ibu Kartini,D-III,6,
509,Seni Kuliner,Akademi Kesejahteraan Sosial Ibu Kartini,D-III,6,
510,Seni Tari,Akademi Kesenian Melayu Riau,D-III,10,
511,Seni Teater,Akademi Kesenian Melayu Riau,D-III,10,
512,Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,D-III,5,
513,Manajemen Transportasi Laut (D3),Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,D-III,5,
514,Keuangan Dan Perbankan,Akademi Keuangan Dan Perbankan Borobudur,D-III,3,
515,Keuangan Dan Perbankan,Akademi Keuangan Dan Perbankan Denpasar,D-III,8,
516,Keuangan Dan Perbankan,Akademi Keuangan Dan Perbankan Effata Kupang,D-III,15,
517,Keuangan Dan Perbankan,Akademi Keuangan Dan Perbankan Grha Arta Katulistiwa,D-III,11,
518,Keuangan Dan Perbankan,Akademi Keuangan Dan Perbankan Mulia Darma Pratama,D-III,2,
519,Keuangan Dan Perbankan,Akademi Keuangan Dan Perbankan Padang,D-III,10,
520,Keuangan Dan Perbankan,Akademi Keuangan Perbankan Nusantara,D-III,13,
521,Keuangan Dan Perbankan,Akademi Keuangan Perbankan Tahuna,D-III,16,
522,Periklanan,Akademi Komunikasi Indonesia YPK,D-III,5,
523,Penyiaran,Akademi Komunikasi Indonesia YPK,D-III,5,
524,Hubungan Masyarakat,Akademi Komunikasi Indonesia YPK,D-III,5,
525,Hubungan Masyarakat,Akademi Komunikasi Media Radio Dan Televisi (AKAMRTV) Jakarta,D-III,3,
526,Penyiaran,Akademi Komunikasi Radya Binatama,D-III,5,
527,Produksi Film Dan Televisi,Akademi Komunikasi SAE Indonesia,D-IV,3,
528,Manajemen & Produksi Film Video & TV,Akademi Komunikasi SAE Indonesia,D-III,3,
529,Akuntansi Usaha Kecil Dan Menengah,Akademi Komunitas Dharma Bhakti Bangka,D-II,2,
530,Teknik Perawatan Mesin,Akademi Komunitas Industri Manufaktur Bantaeng,D-II,,
531,Analisis Kimia,Akademi Komunitas Industri Manufaktur Bantaeng,D-II,,
532,Teknik Listrik Dan Instalasi,Akademi Komunitas Industri Manufaktur Bantaeng,D-II,,
533,Teknik Pengolahan Hasil Tambang Mineral Dan Batu Bara,Akademi Komunitas Industri Pertambangan Bukit Asam,D-I,2,
534,Teknik Perawatan Alat Tambang,Akademi Komunitas Industri Pertambangan Bukit Asam,D-I,2,
535,Teknik Pengoperasian Alat Tambang,Akademi Komunitas Industri Pertambangan Bukit Asam,D-I,2,
536,Teknik Pembuatan Garmen,Akademi Komunitas Industri Tekstil Dan Produk Tekstil Surakarta,D-II,,
537,Teknik Pembuatan Benang,Akademi Komunitas Industri Tekstil Dan Produk Tekstil Surakarta,D-II,,
538,Teknik Pembuatan Kain Tenun,Akademi Komunitas Industri Tekstil Dan Produk Tekstil Surakarta,D-II,,
539,Tata Hidangan,Akademi Komunitas Manajemen Perhotelan Indonesia,D-I,8,
540,Tata Boga,Akademi Komunitas Manajemen Perhotelan Indonesia,D-I,8,
541,Akomodasi,Akademi Komunitas Manajemen Perhotelan Indonesia,D-II,8,
542,Instalasi Dan Pemeliharaan Jaringan Listrik,Akademi Komunitas Negeri Aceh Barat,D-II,,
543,Teknologi Pengelasan Logam,Akademi Komunitas Negeri Aceh Barat,D-II,,
544,Pemeliharaan Kendaraan Ringan,Akademi Komunitas Negeri Pacitan,D-II,,
545,Pemeliharaan Komputer Dan Jaringan,Akademi Komunitas Negeri Pacitan,D-II,,
546,Tata Laksana Studio Produksi,Akademi Komunitas Negeri Pacitan,D-II,,
547,Penyuntingan Audio Dan Video,Akademi Komunitas Negeri Putra Sang Fajar Blitar,D-II,,
548,Administrasi Server Dan Jaringan Komputer,Akademi Komunitas Negeri Putra Sang Fajar Blitar,D-II,,
549,Pengolahan Hasil Ternak Unggas,Akademi Komunitas Negeri Putra Sang Fajar Blitar,D-II,,
550,Budidaya  Perikanan Air Tawar,Akademi Komunitas Negeri Rejang Lebong,D-II,,
551,Budidaya Tanaman Hortikultura,Akademi Komunitas Negeri Rejang Lebong,D-II,,
552,Teknologi Produksi Ternak Unggas,Akademi Komunitas Negeri Rejang Lebong,D-II,,
553,Teknik Alat Berat,Akademi Komunitas Olat Maras,D-I,8,
554,Pemeliharaan Kelapa Sawit,Akademi Komunitas Perkebunan Yogyakarta,D-I,5,
555,Teknik Perawatan Mesin Dan Peralatan Industri,Akademi Komunitas Semen Indonesia,D-II,7,
556,Teknik Operasional Mesin Dan Peralatan Industri,Akademi Komunitas Semen Indonesia,D-II,7,
557,Otomasi Perkantoran,Akademi Komunitas Semen Indonesia,D-II,7,
558,Otomasi Perkantoran,Akademi Komunitas Semen Indonesia Rembang,D-II,6,
559,Teknik Operasi Mesin Dan Peralatan Industri,Akademi Komunitas Semen Indonesia Rembang,D-II,6,
560,Teknik Pemeliharaan Mesin Dan Peralatan Industri,Akademi Komunitas Semen Indonesia Rembang,D-II,6,
561,Teknik Pemeliharaan Mesin Otomasi,Akademi Komunitas Toyota Indonesia,D-I,4,
562,Seni Kuliner,Akademi Kuliner Dan Patiseri Ottimmo Internasional,D-III,7,
563,Tata Boga,Akademi Kuliner Monas Pasifik,D-III,7,
564,Manajemen Administrasi,Akademi Manajemen Administrasi (AMA) Yogyakarta,D-III,5,
565,Manajemen Administrasi,Akademi Manajemen Administrasi Dharmala,D-III,5,
566,Manajemen (D3),Akademi Manajemen Administrasi Yogyakarta,D-III,5,
567,Manajemen Administrasi,Akademi Manajemen Administrasi YPK Yogyakarta,D-III,5,
568,Manajemen,Akademi Manajemen Administrasi YPK Yogyakarta,D-III,5,
569,Manajemen Administrasi,Akademi Manajemen Belitung,D-III,2,
570,Manajemen Informatika,Akademi Manajemen Belitung,D-III,2,
571,Manajemen Perusahaan,Akademi Manajemen Bumi Sebalo Bengkayang,D-III,11,
572,Manajemen Informatika,Akademi Manajemen Informatika &amp; Komputer Jaya Nusa,D-III,10,
573,Manajemen Informatika,Akademi Manajemen Informatika &amp; Komputer Universal,D-III,1,
574,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Al-Muslim,D-III,4,
575,Komputerisasi Akuntansi,Akademi Manajemen Informatika Dan Komputer Al-Muslim,D-III,4,
576,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Bogor,D-III,4,
577,Komputerisasi Akuntansi,Akademi Manajemen Informatika Dan Komputer BSI Jakarta,D-III,3,
578,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer BSI Karawang,D-III,4,
579,Komputerisasi Akuntansi,Akademi Manajemen Informatika Dan Komputer BSI Karawang,D-III,4,
580,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer BSI Pontianak,D-III,11,
581,Komputerisasi Akuntansi,Akademi Manajemen Informatika Dan Komputer BSI Pontianak,D-III,11,
582,Komputerisasi Akuntansi,Akademi Manajemen Informatika Dan Komputer Cipta Darma,D-III,6,
583,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Dumai,D-III,10,
584,Teknik Informatika,Akademi Manajemen Informatika Dan Komputer Garut,D-III,4,
585,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Garut,D-III,4,
586,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Hass,D-III,4,
587,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Imelda,D-III,1,
588,Komputerisasi Akuntansi,Akademi Manajemen Informatika Dan Komputer Imelda,D-III,1,
589,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Jakarta Teknologi Cipta,D-III,6,
590,Teknik Komputer,Akademi Manajemen Informatika Dan Komputer Kosgoro,D-III,10,
591,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Kosgoro,D-III,10,
592,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Lamappapoleonro Soppeng,D-III,9,
593,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Lampung,D-III,2,
594,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Luwuk Banggai,D-III,16,
595,Komputerisasi Akuntansi,Akademi Manajemen Informatika Dan Komputer Luwuk Banggai,D-III,16,
596,Teknik Komputer,Akademi Manajemen Informatika Dan Komputer Mdp,D-III,2,
597,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Mdp,D-III,2,
598,Teknik Informatika,Akademi Manajemen Informatika Dan Komputer Medan Business Polytechnic,D-III,1,
599,Teknik Informatika,Akademi Manajemen Informatika Dan Komputer New Media,D-III,8,
600,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer New Media,D-III,8,
601,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer PGRI Kebumen,D-III,6,
602,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Raharja Informatika,D-III,4,
603,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Royal,D-III,1,
604,Teknik Komputer,Akademi Manajemen Informatika Dan Komputer Selat Panjang,D-III,10,
605,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Selat Panjang,D-III,10,
606,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Serang,D-III,4,
607,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Sigma,D-I,2,
608,Teknik Informatika,Akademi Manajemen Informatika Dan Komputer Stiekom Sumatera Utara,D-III,1,
609,Sistem Informasi Akuntansi,Akademi Manajemen Informatika Dan Komputer Taruna,D-III,7,
610,Teknologi Informasi,Akademi Manajemen Informatika Dan Komputer Taruna,D-III,7,
611,Sistem Informasi,Akademi Manajemen Informatika Dan Komputer Taruna,D-III,7,
612,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer Veteran Purwokerto,D-III,6,
613,Teknik Komputer,Akademi Manajemen Informatika Dan Komputer Yapenas Kendari,D-III,9,
614,Teknik Informatika,Akademi Manajemen Informatika Dan Komputer Yapenas Kendari,D-III,9,
615,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer YMI Tegal,D-III,6,
616,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer YPAT,D-III,4,
617,Akuntansi,Akademi Manajemen Keuangan BSI Jakarta,D-III,3,
618,Manajemen Perpajakan,Akademi Manajemen Keuangan BSI Jakarta,D-III,3,
619,Manajemen Informatika,Akademi Manajemen Komputer Dan Informatika Ketapang,D-III,11,
620,Manajemen Keuangan,Akademi Manajemen Koperasi Tantular,D-III,7,
621,Manajemen Perusahaan,Akademi Manajemen Perusahaan Panca Bhakti,D-III,11,
622,Manajemen Perdagangan,Akademi Manajemen Putra Jaya,D-III,5,
623,Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Maritim Aceh Darussalam,D-III,13,
624,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Belawan,D-III,1,
625,Teknika,Akademi Maritim Belawan,D-III,1,
626,Nautika,Akademi Maritim Belawan,D-III,1,
